*** Bundlelist:
Status: 195 bundles in total - all 195 bundles active.

bcpkix (1.60) "bcpkix" [active, 188] 
        Import-Package: javax.script; version="[0.0, 1)", javax.servlet; version="[3.1, 4)", org.apache.commons.io; version="[1.4, 2)", org.apache.commons.lang3; version="[3.5, 4)", org.apache.sling.api; version="[2.3, 3)", org.apache.sling.api.adapter; version="[2.2, 3)", org.apache.sling.api.request; version="[2.4, 2.5)", org.apache.sling.api.resource; version="[2.9, 3)", org.apache.sling.api.resource.observation; version="[1.1, 2)", org.apache.sling.api.scripting; version="[2.3, 3)", org.apache.sling.api.servlets; version="[2.1, 3)", org.apache.sling.api.wrappers; version="[2.5, 3)", org.apache.sling.commons.classloader; version="[1.3, 2)", org.apache.sling.commons.compiler; version="[2.1, 3)", org.apache.sling.commons.osgi; version="[2.1, 3)", org.apache.sling.i18n; version="[2.2, 3)", org.apache.sling.scripting.api; version="[2.3, 3)", org.apache.sling.scripting.api.resource; version="[1.0, 2)", org.apache.sling.scripting.core; version="[2.1, 3)", org.apache.sling.scripting.sightly; version="[2.0, 3)", org.apache.sling.scripting.sightly.compiler; version="[1.0, 1.1)", org.apache.sling.scripting.sightly.compiler.backend; version="[1.0, 2)", org.apache.sling.scripting.sightly.compiler.expression; version="[1.0, 2)", org.apache.sling.scripting.sightly.engine; version="[1.0, 2)", org.apache.sling.scripting.sightly.extension; version="[1.0, 2)", org.apache.sling.scripting.sightly.java.compiler; version="[1.2, 1.3)", org.apache.sling.scripting.sightly.pojo; version="[1.0, 2)", org.apache.sling.scripting.sightly.render; version="[2.1, 2.2)", org.apache.sling.scripting.sightly.use; version="[1.0, 2)", org.apache.sling.xss; version="[2.0, 3)", org.osgi.framework; version="[1.8, 2)", org.slf4j; version="[1.7, 2)"
        Manifest-Version: 1.0
        Provide-Capability: io.sightly; version:Version="1.0", io.sightly; version:Version="1.1", io.sightly; version:Version="1.2", io.sightly; version:Version="1.3", io.sightly; version:Version="1.3.1", io.sightly; version:Version="1.4", osgi.service; objectClass:List<String>="javax.script.ScriptEngineFactory", osgi.service; objectClass:List<String>="org.apache.sling.api.resource.observation.ResourceChangeListener, org.apache.sling.scripting.sightly.impl.engine.ResourceBackedPojoChangeMonitor", osgi.service; objectClass:List<String>="org.apache.sling.scripting.api.BindingsValuesProvider", osgi.service; objectClass:List<String>="org.apache.sling.scripting.sightly.extension.RuntimeExtension", osgi.service; objectClass:List<String>="org.apache.sling.scripting.sightly.impl.engine.ExtensionRegistryService", osgi.service; objectClass:List<String>="org.apache.sling.scripting.sightly.impl.engine.SightlyEngineConfiguration", osgi.service; objectClass:List<String>="org.apache.sling.scripting.sightly.impl.engine.SightlyJavaCompilerService", osgi.service; objectClass:List<String>="org.apache.sling.scripting.sightly.use.UseProvider"
        Require-Capability: io.sightly.compiler.java; filter:="(&(version>=1.0)(version<=1.4))", io.sightly.compiler; filter:="(&(version>=1.0)(version<=1.4))", osgi.extender; filter:="(&(osgi.extender=osgi.component)(version>=1.3.0)(!(version>=2.0.0)))", osgi.service; filter:="(objectClass=javax.script.ScriptEngineManager)"; effective:=active, osgi.service; filter:="(objectClass=org.apache.sling.commons.classloader.ClassLoaderWriter)"; effective:=active, osgi.service; filter:="(objectClass=org.apache.sling.commons.classloader.DynamicClassLoaderManager)"; effective:=active, osgi.service; filter:="(objectClass=org.apache.sling.commons.compiler.JavaCompiler)"; effective:=active, osgi.service; filter:="(objectClass=org.apache.sling.scripting.api.ScriptCache)"; effective:=active, osgi.service; filter:="(objectClass=org.apache.sling.scripting.api.resource.ScriptingResourceResolverProvider)"; effective:=active, osgi.service; filter:="(objectClass=org.apache.sling.scripting.sightly.compiler.SightlyCompiler)"; effective:=active, osgi.service; filter:="(objectClass=org.apache.sling.scripting.sightly.extension.RuntimeExtension)"; effective:=active; resolution:=optional; cardinality:=multiple, osgi.service; filter:="(objectClass=org.apache.sling.scripting.sightly.impl.engine.ResourceBackedPojoChangeMonitor)"; effective:=active, osgi.service; filter:="(objectClass=org.apache.sling.scripting.sightly.impl.engine.SightlyEngineConfiguration)"; effective:=active, osgi.service; filter:="(objectClass=org.apache.sling.scripting.sightly.impl.engine.SightlyJavaCompilerService)"; effective:=active, osgi.service; filter:="(objectClass=org.apache.sling.scripting.sightly.use.UseProvider)"; effective:=active; resolution:=optional; cardinality:=multiple, osgi.service; filter:="(objectClass=org.apache.sling.xss.XSSAPI)"; effective:=active, osgi.ee; filter:="(&(osgi.ee=JavaSE)(version=1.7))"
        ScriptEngine-Name: Apache Sling Scripting HTL Engine
        ScriptEngine-Version: 1.0.56-1.4.0
        Service-Component: OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.ExtensionRegistryService.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.ResourceBackedPojoChangeMonitor.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.SightlyBindingsValuesProvider.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.SightlyEngineConfiguration.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.SightlyJavaCompilerService.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.SightlyScriptEngineFactory.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.extension.FormatFilterExtension.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.extension.I18nRuntimeExtension.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.extension.IncludeRuntimeExtension.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.extension.JoinFilterExtension.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.extension.ResourceRuntimeExtension.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.extension.URIManipulationFilterExtension.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.extension.XSSRuntimeExtension.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.extension.use.JavaUseProvider.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.extension.use.RenderUnitProvider.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.extension.use.ResourceUseProvider.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.extension.use.ScriptUseProvider.xml, OSGI-INF/org.apache.sling.scripting.sightly.impl.engine.extension.use.UseRuntimeExtension.xml
        Tool: Bnd-3.2.0.201605172007
    Used Services: 
        Service #19 of type(s) [org.osgi.service.log.LogService]
        Service #22 of type(s) [org.osgi.service.cm.ConfigurationAdmin]
        Service #649 of type(s) [org.apache.sling.scripting.api.resource.ScriptingResourceResolverProvider, javax.servlet.ServletRequestListener]
        Service #435 of type(s) [org.apache.sling.scripting.sightly.compiler.SightlyCompiler]
        Service #426 of type(s) [org.apache.sling.scripting.sightly.impl.engine.SightlyEngineConfiguration]
        Service #424 of type(s) [org.apache.sling.scripting.sightly.impl.engine.ResourceBackedPojoChangeMonitor, org.apache.sling.api.resource.observation.ResourceChangeListener]
        Service #1.923 of type(s) [org.apache.sling.commons.classloader.ClassLoaderWriter]
        Service #1.919 of type(s) [org.apache.sling.commons.classloader.DynamicClassLoaderManager]
        Service #1.966 of type(s) [org.apache.sling.scripting.sightly.impl.engine.SightlyJavaCompilerService]
        Service #1.924 of type(s) [org.apache.sling.commons.compiler.JavaCompiler]
    Declarative Service Components: 
        Component #275 org.apache.sling.scripting.sightly.impl.engine.ExtensionRegistryService, state satisfied
        Component #276 org.apache.sling.scripting.sightly.impl.engine.ResourceBackedPojoChangeMonitor, state active
        Component #277 org.apache.sling.scripting.sightly.impl.engine.SightlyBindingsValuesProvider, state active
        Component #278 org.apache.sling.scripting.sightly.impl.engine.SightlyEngineConfiguration, state active
        Component #279 org.apache.sling.scripting.sightly.impl.engine.SightlyJavaCompilerService, state active
        Component #280 org.apache.sling.scripting.sightly.impl.engine.SightlyScriptEngineFactory, state active
        Component #281 org.apache.sling.scripting.sightly.impl.engine.extension.FormatFilterExtension, state satisfied
        Component #282 org.apache.sling.scripting.sightly.impl.engine.extension.I18nRuntimeExtension, state satisfied
        Component #283 org.apache.sling.scripting.sightly.impl.engine.extension.IncludeRuntimeExtension, state satisfied
        Component #284 org.apache.sling.scripting.sightly.impl.engine.extension.JoinFilterExtension, state satisfied
        Component #285 org.apache.sling.scripting.sightly.impl.engine.extension.ResourceRuntimeExtension, state satisfied
        Component #286 org.apache.sling.scripting.sightly.impl.engine.extension.URIManipulationFilterExtension, state satisfied
        Component #287 org.apache.sling.scripting.sightly.impl.engine.extension.XSSRuntimeExtension, state satisfied
        Component #288 org.apache.sling.scripting.sightly.impl.engine.extension.use.JavaUseProvider, state satisfied
        Component #289 org.apache.sling.scripting.sightly.impl.engine.extension.use.RenderUnitProvider, state satisfied
        Component #290 org.apache.sling.scripting.sightly.impl.engine.extension.use.ResourceUseProvider, state satisfied
        Component #291 org.apache.sling.scripting.sightly.impl.engine.extension.use.ScriptUseProvider, state satisfied
        Component #292 org.apache.sling.scripting.sightly.impl.engine.extension.use.UseRuntimeExtension, state satisfied

Bundle 161 - Apache Sling Scripting HTL Java Compiler 1.0.26.1_4_0 (state: Active)
    Symbolic Name: org.apache.sling.scripting.sightly.compiler.java
    Version: 1.0.26.1_4_0
    Bundle Location: launchpad:resources/install/0/org.apache.sling.scripting.sightly.compiler.java-1.0.26-1.4.0.jar
    Last Modification: Fri Jul 05 12:24:12 CEST 2019
    Bundle Documentation: http://sling.apache.org
    Vendor: The Apache Software Foundation
    Description: The Apache Sling Scripting HTL Java Compiler provides support for transpiling the Abstract Syntax Tree produced by the        org.apache.sling.scripting.sightly.compiler module into Java source code.
    Start Level: 20
    Exported Packages: 
        org.apache.sling.scripting.sightly,version=2.0.0
        org.apache.sling.scripting.sightly.extension,version=1.0.1
        org.apache.sling.scripting.sightly.java.compiler,version=1.2.0
        org.apache.sling.scripting.sightly.pojo,version=1.0.1
        org.apache.sling.scripting.sightly.render,version=2.1.0
        org.apache.sling.scripting.sightly.use,version=1.0.1
    Imported Packages: 
        javax.script,version=0.0.0.JavaSE_011 from org.apache.felix.framework (0)
        org.apache.commons.io,version=1.4.9999 from org.apache.commons.io (23)
        org.apache.commons.io,version=2.6.0 from org.apache.commons.io (23)
        org.apache.commons.lang3,version=3.8.1 from org.apache.commons.lang3 (100)
        org.apache.commons.lang3.math,version=3.8.1 from org.apache.commons.lang3 (100)
        org.apache.sling.scripting.sightly.compiler.backend,version=1.0.0 from org.apache.sling.scripting.sightly.compiler (160)
        org.apache.sling.scripting.sightly.compiler.commands,version=1.1.0 from org.apache.sling.scripting.sightly.compiler (160)
        org.apache.sling.scripting.sightly.compiler.expression,version=1.0.0 from org.apache.sling.scripting.sightly.compiler (160)
        org.apache.sling.scripting.sightly.compiler.expression.nodes,version=1.1.0 from org.apache.sling.scripting.sightly.compiler (160)
        org.apache.sling.scripting.sightly.compiler.util,version=1.1.0 from org.apache.sling.scripting.sightly.compiler (160)
        org.slf4j,version=1.7.25 from slf4j.api (9)
    Importing Bundles: 
        com.composum.platform.htl (183)
        org.apache.sling.scripting.sightly (159)
        org.apache.sling.scripting.sightly.js.provider (162)
        org.apache.sling.scripting.sightly.models.provider (163)
    Manifest Headers: 
        Bnd-LastModified: 1533311554983
        Build-Jdk: 1.8.0_152
        Built-By: radu
        Bundle-Category: sling
        Bundle-Description: The Apache Sling Scripting HTL Java Compiler provides support for transpiling the Abstract Syntax Tree produced by the        org.apache.sling.scripting.sightly.compiler module into Java source code.
        Bundle-DocURL: http://sling.apache.org
        Bundle-License: https://www.apache.org/licenses/LICENSE-2.0.txt
        Bundle-ManifestVersion: 2
        Bundle-Name: Apache Sling Scripting HTL Java Compiler
        Bundle-RequiredExecutionEnvironment: JavaSE-1.8
        Bundle-SymbolicName: org.apache.sling.scripting.sightly.compiler.java
        Bundle-Vendor: The Apache Software Foundation
        Bundle-Version: 1.0.26.1_4_0
        Created-By: Apache Maven Bundle Plugin
        Export-Package: org.apache.sling.scripting.sightly.extension; version="1.0.1"; uses:="org.apache.sling.scripting.sightly.render", org.apache.sling.scripting.sightly.render; version="2.1.0"; uses:="javax.script", org.apache.sling.scripting.sightly.java.compiler; version="1.2.0"; uses:="javax.script, org.apache.sling.scripting.sightly, org.apache.sling.scripting.sightly.compiler.backend, org.apache.sling.scripting.sightly.compiler.commands, org.apache.sling.scripting.sightly.render", org.apache.sling.scripting.sightly.use; version="1.0.1"; uses:="javax.script, org.apache.sling.scripting.sightly.render", org.apache.sling.scripting.sightly; version="2.0.0", org.apache.sling.scripting.sightly.pojo; version="1.0.1"; uses:="javax.script"
        Import-Package: javax.script, org.apache.commons.io; version="[1.4, 2)", org.apache.commons.lang3; version="[3.5, 4)", org.apache.commons.lang3.math; version="[3.5, 4)", org.apache.sling.scripting.sightly; version="[2.0, 3)", org.apache.sling.scripting.sightly.compiler.backend; version="[1.0, 2)", org.apache.sling.scripting.sightly.compiler.commands; version="[1.1, 1.2)", org.apache.sling.scripting.sightly.compiler.expression; version="[1.0, 1.1)", org.apache.sling.scripting.sightly.compiler.expression.nodes; version="[1.1, 2)", org.apache.sling.scripting.sightly.compiler.util; version="[1.1, 2)", org.apache.sling.scripting.sightly.render; version="[2.1, 2.2)", org.slf4j; version="[1.7, 2)"
        Manifest-Version: 1.0
        Provide-Capability: io.sightly.compiler.java; version:Version="1.0", io.sightly.compiler.java; version:Version="1.1", io.sightly.compiler.java; version:Version="1.2", io.sightly.compiler.java; version:Version="1.3", io.sightly.compiler.java; version:Version="1.3.1", io.sightly.compiler.java; version:Version="1.4"
        Require-Capability: io.sightly.compiler; filter:="(&(version>=1.0)(version<=1.4))", osgi.ee; filter:="(&(osgi.ee=JavaSE)(version=1.8))"
        Tool: Bnd-3.2.0.201605172007
